time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],rw_angular_velocity[rad/s],rw_angular_velocity_rpm[rpm],rw_angular_velocity_upperlimit[rpm],rw_angular_acceleration[rad/s^2],
184.2,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.8258e+07,-5.55732e+07,143.278,887.114,356.661,-0.000144798,8.88148e-05,5.78711e-05,0.183066,0.0104497,0.00590953,0.983027,5.26674e-08,-6.61368e-08,3.28544e-09,1.79454e-05,1.61018e-09,-1298203.751130466,-6093226.265459694,2708660.847861463,4601.280018,-3291.152414,-5172.505642,4644.199477,-4968.497143,-3536.060518,-2.605697521e-06,2.073799481e-06,2.832714739e-06,0.412433,5.87457,418625,1398.82,23774.7,17302.6,1447.46,28398.4,7616.5,4.71301e-06,1,2.70952e-12,1.44212e+06,4.69849e+06,-4.68978e+06,-4064.25,5619.81,4365.62,2.51827e+10,-1.44823e+11,-5.32593e+09,-2.1256e+06,308635,-1.82814e+07,4.00467e+08,-5.41062e+07,-3.37097e+07,-1970.38,3303.07,37734.9,0,0,0,1.66261e-08,2.95338e-09,-1.95795e-08,-2.45302e-07,1.71265e-06,5.00363e-08,1.42689e-07,6.21711e-07,-7.644e-07,-3.65045e-05,3.99355e-05,2.56666e-05,0.0399477,0.039964,0.0399772,-8.30902e-07,-2.46396e-07,1.0766e-06,-0,-0,-0,0,0,0,0.000680999,8.88809e-05,5.78678e-05,521.836,4983.17,6000,2.98836,
184.3,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82579e+07,-5.55731e+07,143.277,887.114,356.661,-0.000144748,8.87515e-05,5.78737e-05,0.183059,0.0104535,0.00591326,0.983029,5.03301e-08,-6.33474e-08,2.5675e-09,1.79383e-05,1.60891e-09,-1297743.709266009,-6093555.274761328,2708143.687580667,4601.445057,-3290.377626,-5172.851005,4644.385433,-4967.875648,-3536.688361,-2.605861206e-06,2.073250255e-06,2.832958911e-06,0.412349,5.87465,418625,1395.56,23793.1,17248.5,1445.58,28395.9,7559.72,4.71301e-06,1,2.70953e-12,1.44172e+06,4.69905e+06,-4.68934e+06,-4064.62,5618.85,4365.95,2.51819e+10,-1.44823e+11,-5.32781e+09,-2.12983e+06,307930,-1.82755e+07,4.00467e+08,-5.41074e+07,-3.37065e+07,-1974.48,3288.92,37714,0,0,-6.61664e-24,1.6626e-08,2.95349e-09,-1.95795e-08,-2.45295e-07,1.71265e-06,5.00544e-08,1.42566e-07,6.21797e-07,-7.64363e-07,-3.6507e-05,3.99294e-05,2.56727e-05,0.0399209,0.0399326,0.0399611,-8.32853e-07,-2.44024e-07,1.07587e-06,-0,-0,-0,0,0,0,0.00152021,8.88148e-05,5.78711e-05,521.815,4982.97,6000,-0.210387,
184.4,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82578e+07,-5.55731e+07,143.277,887.114,356.661,-0.000144699,8.86879e-05,5.78795e-05,0.183051,0.0104572,0.00591699,0.98303,4.86098e-08,-6.35954e-08,5.81796e-09,1.79314e-05,1.60767e-09,-1297283.465774112,-6093884.338943878,2707626.284648878,4601.610105,-3289.602485,-5173.196441,4644.571396,-4967.253853,-3537.316383,-2.606024749e-06,2.072701193e-06,2.833202949e-06,0.412266,5.87473,418624,1341.62,23780.9,17189,1392.66,28363.5,7507.78,4.71301e-06,1,2.70955e-12,1.44133e+06,4.69961e+06,-4.68891e+06,-4064.99,5617.9,4366.3,2.51811e+10,-1.44823e+11,-5.32968e+09,-2.13379e+06,307281,-1.82698e+07,4.00466e+08,-5.41087e+07,-3.37034e+07,-1978.41,3275.54,37693.8,0,0,0,1.66259e-08,2.95361e-09,-1.95795e-08,-2.45288e-07,1.71266e-06,5.00724e-08,1.42444e-07,6.21883e-07,-7.64327e-07,-3.65094e-05,3.99233e-05,2.56789e-05,0.0400094,0.0400043,0.0400001,-8.34199e-07,-2.44675e-07,1.07909e-06,-0,-0,-0,0,0,0,0.000931815,8.87515e-05,5.78737e-05,521.816,4982.97,6000,0.00481023,
184.5,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82578e+07,-5.55731e+07,143.277,887.114,356.661,-0.000144646,8.86227e-05,5.78808e-05,0.183044,0.010461,0.00592073,0.983031,5.35181e-08,-6.5193e-08,1.34136e-09,1.79239e-05,1.60633e-09,-1296823.390917218,-6094213.193277666,2707109.055312916,4601.775028,-3288.827614,-5173.541673,4644.757221,-4966.63224,-3537.944103,-2.606188279e-06,2.072151857e-06,2.833447051e-06,0.412182,5.8748,418624,1381.65,23656,17227.9,1430.13,28260.6,7590.39,4.71301e-06,1,2.70956e-12,1.44093e+06,4.70016e+06,-4.68847e+06,-4065.34,5616.96,4366.66,2.51804e+10,-1.44823e+11,-5.33155e+09,-2.13819e+06,306563,-1.82644e+07,4.00466e+08,-5.41099e+07,-3.37003e+07,-1982.46,3260.98,37674,-2.64665e-23,0,-6.61664e-24,1.66258e-08,2.95372e-09,-1.95795e-08,-2.45282e-07,1.71267e-06,5.00905e-08,1.42321e-07,6.2197e-07,-7.64291e-07,-3.65119e-05,3.99172e-05,2.5685e-05,0.0400452,0.0399194,0.0400533,-8.28925e-07,-2.46677e-07,1.07461e-06,-0,-0,-0,0,0,0,0.000439504,8.86879e-05,5.78795e-05,521.881,4983.59,6000,0.648364,
184.6,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82576e+07,-5.5573e+07,143.277,887.114,356.662,-0.000144596,8.85546e-05,5.78889e-05,0.183037,0.0104648,0.00592446,0.983032,4.99482e-08,-6.80705e-08,8.11117e-09,1.79167e-05,1.60505e-09,-1296363.11442387,-6094542.102426951,2706591.583303015,4601.939958,-3288.052389,-5173.886977,4644.943052,-4966.010327,-3538.572003,-2.606351669e-06,2.071602686e-06,2.833691019e-06,0.412099,5.87488,418624,1268.78,23737.7,17235.4,1318.52,28340.2,7565.78,4.71301e-06,1,2.70957e-12,1.44054e+06,4.70072e+06,-4.68804e+06,-4065.72,5616,4366.99,2.51796e+10,-1.44823e+11,-5.33342e+09,-2.14211e+06,305906,-1.82584e+07,4.00465e+08,-5.41111e+07,-3.36972e+07,-1986.44,3247.66,37653.2,0,0,0,1.66257e-08,2.95384e-09,-1.95795e-08,-2.45275e-07,1.71268e-06,5.01085e-08,1.42199e-07,6.22056e-07,-7.64255e-07,-3.65144e-05,3.99111e-05,2.56912e-05,0.0400162,0.0399818,0.040035,-8.32105e-07,-2.49967e-07,1.08135e-06,-0,-0,-0,0,0,0,0.000594791,8.86227e-05,5.78808e-05,522.025,4984.97,6000,1.44736,
184.7,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82575e+07,-5.5573e+07,143.276,887.114,356.662,-0.00014454,8.84904e-05,5.78892e-05,0.18303,0.0104686,0.00592819,0.983034,5.58602e-08,-6.42164e-08,2.51975e-10,1.79091e-05,1.60367e-09,-1295903.006597941,-6094870.801776171,2706074.284938269,4602.104764,-3287.277434,-5174.232077,4645.128742,-4965.388598,-3539.1996,-2.606515044e-06,2.071053242e-06,2.833935051e-06,0.412015,5.87495,418623,1377.1,23688.8,17245.5,1425.96,28297.3,7595.74,4.71301e-06,1,2.70958e-12,1.44014e+06,4.70128e+06,-4.6876e+06,-4066.06,5615.04,4367.34,2.51788e+10,-1.44823e+11,-5.33529e+09,-2.14708e+06,305086,-1.82529e+07,4.00465e+08,-5.41124e+07,-3.3694e+07,-1990.81,3231.55,37632.1,5.2933e-23,-6.61663e-24,0,1.66256e-08,2.95395e-09,-1.95796e-08,-2.45268e-07,1.71269e-06,5.01266e-08,1.42076e-07,6.22142e-07,-7.64218e-07,-3.65168e-05,3.9905e-05,2.56974e-05,0.0399535,0.0400301,0.0399289,-8.2582e-07,-2.46539e-07,1.07349e-06,-0,-0,-0,0,0,0,0.00133195,8.85546e-05,5.78889e-05,522.114,4985.82,6000,0.887161,
184.8,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82575e+07,-5.55729e+07,143.276,887.114,356.662,-0.000144491,8.84262e-05,5.78933e-05,0.183023,0.0104724,0.00593192,0.983035,4.90999e-08,-6.41693e-08,4.13659e-09,1.79021e-05,1.60242e-09,-1295442.69713029,-6095199.555872814,2705556.74388084,4602.269577,-3286.502126,-5174.577249,4645.314441,-4964.766568,-3539.827376,-2.606678278e-06,2.070503962e-06,2.834178949e-06,0.411932,5.87503,418623,1284.51,23735.2,17185.7,1335.31,28319.7,7521.59,4.71301e-06,1,2.7096e-12,1.43975e+06,4.70183e+06,-4.68717e+06,-4066.45,5614.07,4367.66,2.5178e+10,-1.44824e+11,-5.33716e+09,-2.1508e+06,304450,-1.82464e+07,4.00464e+08,-5.41136e+07,-3.36909e+07,-1994.7,3218.68,37611.6,0,6.61663e-24,0,1.66255e-08,2.95406e-09,-1.95796e-08,-2.45262e-07,1.7127e-06,5.01446e-08,1.41954e-07,6.22228e-07,-7.64182e-07,-3.65193e-05,3.98989e-05,2.57035e-05,0.0399293,0.0400223,0.0400149,-8.32179e-07,-2.469e-07,1.07734e-06,-0,-0,-0,0,0,0,0.00182625,8.84904e-05,5.78892e-05,522.156,4986.22,6000,0.418442,
184.9,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82574e+07,-5.55729e+07,143.276,887.114,356.662,-0.000144439,8.83603e-05,5.79e-05,0.183016,0.0104761,0.00593565,0.983036,5.20047e-08,-6.59561e-08,6.64979e-09,1.78948e-05,1.60113e-09,-1294982.556351292,-6095528.100226065,2705039.376505354,4602.434265,-3285.727087,-5174.922217,4645.5,-4964.144721,-3540.45485,-2.606841498e-06,2.069954408e-06,2.83442291e-06,0.411849,5.87511,418623,1343.16,23782.5,17309.6,1392.5,28407.7,7621.89,4.71301e-06,1,2.70961e-12,1.43935e+06,4.70239e+06,-4.68673e+06,-4066.81,5613.12,4368.02,2.51772e+10,-1.44824e+11,-5.33903e+09,-2.15501e+06,303762,-1.8241e+07,4.00464e+08,-5.41149e+07,-3.36878e+07,-1998.72,3204.65,37591.3,0,6.61662e-24,6.61662e-24,1.66254e-08,2.95418e-09,-1.95796e-08,-2.45255e-07,1.71271e-06,5.01626e-08,1.41831e-07,6.22314e-07,-7.64146e-07,-3.65218e-05,3.98928e-05,2.57097e-05,0.0399734,0.0400085,0.0399133,-8.28906e-07,-2.49094e-07,1.07984e-06,-0,-0,-0,0,0,0,0.00161147,8.84262e-05,5.78933e-05,522.212,4986.76,6000,0.566287,
185,0,0,0,0,0,0,2.61809e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82573e+07,-5.55729e+07,143.276,887.114,356.662,-0.000144385,8.82906e-05,5.79059e-05,0.183009,0.0104799,0.00593938,0.983037,5.33729e-08,-6.96514e-08,5.98387e-09,1.78873e-05,1.59977e-09,-1294522.213932741,-6095856.699253355,2704521.766426798,4602.598962,-3284.951695,-5175.267257,4645.685564,-4963.522576,-3541.082504,-2.607004577e-06,2.069405019e-06,2.834666738e-06,0.411765,5.87518,418623,1309.37,23677.6,17336.7,1356.69,28319.8,7684.5,4.71301e-06,1,2.70962e-12,1.43895e+06,4.70294e+06,-4.6863e+06,-4067.16,5612.16,4368.36,2.51764e+10,-1.44824e+11,-5.3409e+09,-2.15967e+06,302983,-1.82351e+07,4.00463e+08,-5.41161e+07,-3.36847e+07,-2002.93,3189.31,37570.9,0,0,0,1.66253e-08,2.95429e-09,-1.95796e-08,-2.45248e-07,1.71271e-06,5.01806e-08,1.41709e-07,6.224e-07,-7.64109e-07,-3.65242e-05,3.98867e-05,2.57158e-05,0.0400228,0.0399974,0.0400609,-8.27155e-07,-2.53205e-07,1.07917e-06,-0,-0,-0,0,0,0,0.00117555,8.83603e-05,5.79e-05,522.339,4987.97,6000,1.26812,
185.1,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82572e+07,-5.55728e+07,143.276,887.114,356.662,-0.00014434,8.82246e-05,5.79144e-05,0.183002,0.0104837,0.00594311,0.983039,4.50372e-08,-6.60467e-08,8.47798e-09,1.78807e-05,1.59859e-09,-1294062.040227806,-6096185.088591263,2704004.330071145,4602.763533,-3284.176573,-5175.612093,4645.870986,-4962.900614,-3541.709859,-2.607167642e-06,2.068855357e-06,2.834910629e-06,0.411682,5.87526,418622,1270.04,23799.7,17280.2,1320.4,28413.6,7587.46,4.71301e-06,1,2.70963e-12,1.43856e+06,4.7035e+06,-4.68587e+06,-4067.52,5611.19,4368.69,2.51756e+10,-1.44824e+11,-5.34277e+09,-2.16446e+06,302177,-1.82292e+07,4.00463e+08,-5.41174e+07,-3.36816e+07,-2007.31,3173.63,37549,0,-6.61662e-24,-6.61662e-24,1.66252e-08,2.9544e-09,-1.95796e-08,-2.45242e-07,1.71272e-06,5.01986e-08,1.41586e-07,6.22487e-07,-7.64073e-07,-3.65267e-05,3.98806e-05,2.5722e-05,0.0399279,0.0400155,0.0400765,-8.35101e-07,-2.50035e-07,1.08166e-06,-0,-0,-0,0,0,0,0.000264083,8.82906e-05,5.79059e-05,522.513,4989.63,6000,1.73873,
185.2,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82571e+07,-5.55728e+07,143.275,887.114,356.662,-0.00014429,8.81624e-05,5.79173e-05,0.182995,0.0104874,0.00594684,0.98304,4.9922e-08,-6.21562e-08,2.88673e-09,1.78737e-05,1.59734e-09,-1293601.664881785,-6096513.532532478,2703486.650997871,4602.928112,-3283.401098,-5175.957001,4646.056414,-4962.278351,-3542.337394,-2.607330566e-06,2.06830586e-06,2.835154388e-06,0.411598,5.87533,418622,1332.6,23716.3,17209.4,1383.05,28309.7,7553.2,4.71301e-06,1,2.70965e-12,1.43816e+06,4.70406e+06,-4.68543e+06,-4067.86,5610.26,4369.06,2.51748e+10,-1.44824e+11,-5.34464e+09,-2.16935e+06,301395,-1.82243e+07,4.00462e+08,-5.41185e+07,-3.36785e+07,-2011.58,3157.89,37528.5,2.64665e-23,0,0,1.66251e-08,2.95451e-09,-1.95797e-08,-2.45235e-07,1.71273e-06,5.02166e-08,1.41464e-07,6.22573e-07,-7.64036e-07,-3.65291e-05,3.98745e-05,2.57282e-05,0.0399649,0.0399977,0.0399856,-8.29869e-07,-2.46561e-07,1.07607e-06,-0,-0,-0,0,0,0,-0.000143766,8.82246e-05,5.79144e-05,522.667,4991.1,6000,1.53425,
185.3,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.8257e+07,-5.55728e+07,143.275,887.114,356.662,-0.000144238,8.80932e-05,5.79223e-05,0.182988,0.0104912,0.00595057,0.983041,5.26193e-08,-6.92251e-08,4.9525e-09,1.78662e-05,1.596e-09,-1293141.458274327,-6096841.766838354,2702969.145688463,4603.092567,-3282.625892,-5176.301704,4646.241702,-4961.656271,-3542.964627,-2.607493476e-06,2.06775609e-06,2.835398209e-06,0.411515,5.87541,418622,1254.9,23658.1,17308.3,1302.74,28291.4,7665.1,4.71301e-06,1,2.70966e-12,1.43777e+06,4.70461e+06,-4.685e+06,-4068.22,5609.31,4369.41,2.5174e+10,-1.44824e+11,-5.34651e+09,-2.17328e+06,300749,-1.82187e+07,4.00462e+08,-5.41198e+07,-3.36754e+07,-2015.45,3144.58,37508.8,-2.64664e-23,0,-6.61661e-24,1.66251e-08,2.95463e-09,-1.95797e-08,-2.45228e-07,1.71274e-06,5.02346e-08,1.41341e-07,6.22659e-07,-7.64e-07,-3.65316e-05,3.98684e-05,2.57343e-05,0.0399537,0.0400928,0.0400868,-8.26799e-07,-2.54027e-07,1.07812e-06,-0,-0,-0,0,0,0,5.57561e-05,8.81624e-05,5.79173e-05,522.778,4992.17,6000,1.11922,
185.4,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82569e+07,-5.55727e+07,143.275,887.114,356.662,-0.000144183,8.80238e-05,5.79268e-05,0.18298,0.010495,0.0059543,0.983042,5.52451e-08,-6.93562e-08,4.54005e-09,1.78584e-05,1.59462e-09,-1292681.050024249,-6097170.055676802,2702451.397646881,4603.257029,-3281.850333,-5176.646481,4646.426996,-4961.033893,-3543.592041,-2.607656244e-06,2.067206484e-06,2.835641897e-06,0.411431,5.87549,418621,1297.06,23622.3,17335.9,1343.91,28267.5,7705.08,4.71301e-06,1,2.70967e-12,1.43737e+06,4.70517e+06,-4.68456e+06,-4068.59,5608.35,4369.74,2.51733e+10,-1.44824e+11,-5.34838e+09,-2.17791e+06,299976,-1.82129e+07,4.00461e+08,-5.41211e+07,-3.36723e+07,-2019.77,3129.38,37487,2.64664e-23,0,0,1.6625e-08,2.95474e-09,-1.95797e-08,-2.45221e-07,1.71275e-06,5.02526e-08,1.41218e-07,6.22745e-07,-7.63963e-07,-3.6534e-05,3.98623e-05,2.57405e-05,0.0400259,0.0399869,0.0400421,-8.23787e-07,-2.5459e-07,1.07769e-06,-0,-0,-0,0,0,0,0.000200507,8.80932e-05,5.79223e-05,522.804,4992.41,6000,0.251427,
185.5,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.67,2157.39,3.98709e+08,-3.82568e+07,-5.55727e+07,143.274,887.114,356.662,-0.000144127,8.79535e-05,5.79318e-05,0.182973,0.0104987,0.00595802,0.983044,5.58071e-08,-7.0298e-08,5.03971e-09,1.78506e-05,1.59322e-09,-1292220.625331338,-6097498.266939345,2701933.6151283,4603.421432,-3281.074732,-5176.991191,4646.612221,-4960.411458,-3544.219393,-2.607818998e-06,2.066656605e-06,2.835885648e-06,0.411348,5.87556,418621,1304.71,23638.5,17389.6,1350.92,28301.8,7749.94,4.71301e-06,1,2.70968e-12,1.43697e+06,4.70572e+06,-4.68413e+06,-4068.96,5607.37,4370.06,2.51725e+10,-1.44824e+11,-5.35024e+09,-2.18249e+06,299195,-1.82066e+07,4.00461e+08,-5.41223e+07,-3.36692e+07,-2024.07,3114.2,37465.1,0,0,-6.61661e-24,1.66249e-08,2.95485e-09,-1.95797e-08,-2.45215e-07,1.71276e-06,5.02706e-08,1.41096e-07,6.22831e-07,-7.63927e-07,-3.65365e-05,3.98562e-05,2.57466e-05,0.0400064,0.0400258,0.0400337,-8.22826e-07,-2.55965e-07,1.07818e-06,-0,-0,-0,0,0,0,0.000875531,8.80238e-05,5.79268e-05,522.79,4992.28,6000,-0.136877,
185.6,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.68,2157.39,3.98709e+08,-3.82568e+07,-5.55727e+07,143.274,887.114,356.662,-0.000144068,8.78862e-05,5.79342e-05,0.182966,0.0105025,0.00596175,0.983045,5.85936e-08,-6.73137e-08,2.39243e-09,1.78426e-05,1.5918e-09,-1291760.369410689,-6097826.268650275,2701416.006430827,4603.585711,-3280.299402,-5177.335696,4646.797306,-4959.789207,-3544.846442,-2.607981674e-06,2.066106672e-06,2.836129364e-06,0.411264,5.87564,418621,1323.6,23623.2,17334.7,1370.68,28267.5,7705.06,4.71301e-06,1,2.7097e-12,1.43658e+06,4.70628e+06,-4.68369e+06,-4069.33,5606.39,4370.38,2.51717e+10,-1.44824e+11,-5.35211e+09,-2.1872e+06,298390,-1.82004e+07,4.00461e+08,-5.41236e+07,-3.36661e+07,-2028.45,3098.68,37443,0,6.6166e-24,0,1.66248e-08,2.95497e-09,-1.95797e-08,-2.45208e-07,1.71277e-06,5.02886e-08,1.40973e-07,6.22917e-07,-7.6389e-07,-3.65389e-05,3.98501e-05,2.57528e-05,0.0399862,0.0399707,0.0398909,-8.19638e-07,-2.53418e-07,1.07552e-06,-0,-0,-0,0,0,0,-0.0002927,8.79535e-05,5.79318e-05,522.795,4992.33,6000,0.0530841,
185.7,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.68,2157.39,3.98709e+08,-3.82567e+07,-5.55726e+07,143.274,887.114,356.662,-0.000144018,8.78221e-05,5.79392e-05,0.182959,0.0105062,0.00596548,0.983046,5.06976e-08,-6.40856e-08,4.99072e-09,1.78356e-05,1.59054e-09,-1291299.911848864,-6098154.324785016,2700898.154983568,4603.749997,-3279.523717,-5177.680274,4646.982397,-4959.166657,-3545.473669,-2.608144208e-06,2.065556904e-06,2.836372947e-06,0.411181,5.87571,418621,1319.28,23652,17254.6,1368.38,28265.4,7620.38,4.71301e-06,1,2.70971e-12,1.43618e+06,4.70683e+06,-4.68326e+06,-4069.71,5605.4,4370.68,2.51709e+10,-1.44824e+11,-5.35397e+09,-2.1914e+06,297657,-1.81936e+07,4.0046e+08,-5.41248e+07,-3.3663e+07,-2032.57,3084.45,37421.8,0,-1.32332e-23,-6.6166e-24,1.66247e-08,2.95508e-09,-1.95798e-08,-2.45201e-07,1.71277e-06,5.03066e-08,1.40851e-07,6.23003e-07,-7.63854e-07,-3.65414e-05,3.9844e-05,2.57589e-05,0.0400794,0.0400236,0.0400529,-8.27119e-07,-2.50613e-07,1.0781e-06,-0,-0,-0,0,0,0,0.0014142,8.78862e-05,5.79342e-05,522.814,4992.51,6000,0.190899,
185.8,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.68,2157.4,3.98709e+08,-3.82566e+07,-5.55726e+07,143.274,887.114,356.662,-0.000143963,8.77577e-05,5.79403e-05,0.182952,0.0105099,0.00596921,0.983048,5.45234e-08,-6.44527e-08,1.0956e-09,1.7828e-05,1.58919e-09,-1290839.623080506,-6098482.171424844,2700380.477394164,4603.914159,-3278.748303,-5178.024648,4647.16735,-4958.54429,-3546.100594,-2.608306728e-06,2.065006864e-06,2.836616592e-06,0.411097,5.87579,418620,1308.39,23622.4,17274.2,1356.77,28244.9,7649.4,4.71301e-06,1,2.70972e-12,1.43578e+06,4.70739e+06,-4.68282e+06,-4070.06,5604.45,4371.03,2.51701e+10,-1.44824e+11,-5.35584e+09,-2.19573e+06,296940,-1.81879e+07,4.0046e+08,-5.41261e+07,-3.36599e+07,-2036.62,3070.06,37401.8,2.64664e-23,-6.6166e-24,0,1.66246e-08,2.95519e-09,-1.95798e-08,-2.45195e-07,1.71278e-06,5.03246e-08,1.40728e-07,6.23089e-07,-7.63817e-07,-3.65438e-05,3.98379e-05,2.57651e-05,0.0399536,0.0400184,0.039973,-8.22917e-07,-2.51387e-07,1.07419e-06,-0,-0,-0,0,0,0,0.00232342,8.78221e-05,5.79392e-05,522.898,4993.3,6000,0.833575,
185.9,0,0,0,0,0,0,2.6181e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.68,2157.4,3.98709e+08,-3.82565e+07,-5.55725e+07,143.273,887.114,356.662,-0.000143915,8.76925e-05,5.79459e-05,0.182945,0.0105137,0.00597293,0.983049,4.82248e-08,-6.51561e-08,5.58891e-09,1.78211e-05,1.58796e-09,-1290379.132669469,-6098810.072417736,2699862.557040479,4604.078328,-3277.972536,-5178.369094,4647.35231,-4957.921624,-3546.727697,-2.608469109e-06,2.064456989e-06,2.836860104e-06,0.411014,5.87586,418620,1270.79,23664.2,17275.6,1319.9,28284.5,7635.24,4.71301e-06,1,2.70974e-12,1.43539e+06,4.70794e+06,-4.68239e+06,-4070.44,5603.48,4371.36,2.51693e+10,-1.44824e+11,-5.3577e+09,-2.19957e+06,296286,-1.81817e+07,4.00459e+08,-5.41273e+07,-3.36568e+07,-2040.54,3056.9,37381.2,0,0,-6.61659e-24,1.66245e-08,2.9553e-09,-1.95798e-08,-2.45188e-07,1.71279e-06,5.03425e-08,1.40605e-07,6.23175e-07,-7.63781e-07,-3.65463e-05,3.98318e-05,2.57712e-05,0.0399976,0.0398995,0.0400736,-8.2882e-07,-2.52498e-07,1.07865e-06,-0,-0,-0,0,0,0,-0.00052422,8.77577e-05,5.79403e-05,522.87,4993.04,6000,-0.278673,
